misspelling,correct,edit_distance,len_diff
freeding,freezing,1,0
freeing,freezing,1,-1
freesen,freezing,3,-1
freesing,freezing,1,0
freeze,freezing,3,-2
freezzing,freezing,1,1
fres,freezing,5,-4
fresing,freezing,2,-1
fressing,freezing,2,0
freze,freezing,4,-3
frezeang,freezing,3,0
frezeing,freezing,2,0
frezing,freezing,1,-1
frezzing,freezing,1,0
friezeing,freezing,2,1
fring,freezing,3,-3
friseing,freezing,3,0
frizing,freezing,2,-1
frizzing,freezing,2,0
from,freezing,6,-4
frzen,freezing,4,-3
vesing,freezing,4,-2
frieght,freight,2,0
freequent,frequent,1,1
freequently,frequently,1,1
frequantly,frequently,1,0
frquently,frequently,1,-1
frescoes,frescos,1,1
freash,fresh,1,1
armie,friend,4,-1
ced,friend,4,-3
faedi,friend,4,-1
faired,friend,3,0
faniht,friend,5,0
faran,friend,4,-1
fared,friend,3,-1
farede,friend,4,0
faroted,friend,4,1
fattgv,friend,5,0
feand,friend,3,-1
feb,friend,4,-3
fed,friend,3,-3
fedr,friend,4,-2
feeht,friend,4,-1
feind,friend,2,-1
fend,friend,2,-2
fened,friend,3,-1
fenid,friend,3,-1
fenve,friend,4,-1
ferand,friend,3,0
ferd,friend,3,-2
ferdn,friend,4,-1
ferid,friend,3,-1
fiand,friend,2,-1
fiend,friend,1,-1
fieraid,friend,4,1
fimin,friend,4,-1
finand,friend,3,0
fined,friend,3,-1
finme,friend,4,-1
firad,friend,3,-1
fired,friend,3,-1
firend,friend,2,0
firtind,friend,3,1
fled,friend,3,-2
flend,friend,2,-1
foadaeg,friend,6,1
fomed,friend,3,-1
fond,friend,3,-2
fraind,friend,2,0
freand,friend,2,0
freb,friend,3,-2
fred,friend,2,-2
freden,friend,3,0
freed,friend,2,-1
freid,friend,2,-1
freiend,friend,1,1
freind,friend,2,0
freined,friend,3,1
freing,friend,3,0
fren,friend,2,-2
frend,friend,1,-1
frened,friend,2,0
frenid,friend,2,0
frenied,friend,3,1
frent,friend,2,-1
freund,friend,2,0
friand,friend,1,0
frid,friend,2,-2
fried,friend,1,-1
frind,friend,1,-1
frined,friend,2,0
frrend,friend,1,0
frther,friend,4,0
fuae,friend,4,-2
tawt,friend,6,-2
frandely,friendly,3,0
freindly,friendly,2,0
frendly,friendly,1,-1
friendy,friendly,1,-1
fends,friends,2,-2
fiends,friends,1,-1
firends,friends,2,0
firieds,friends,2,0
freands,friends,2,0
freinds,friends,2,0
fremds,friends,2,-1
frend,friends,2,-2
frender,friends,3,0
frendes,friends,2,0
frends,friends,1,-1
frenns,friends,2,-1
frens,friends,2,-2
frenser,friends,4,0
friden,friends,3,-1
frieds,friends,1,-1
friend,friends,1,-1
frieneds,friends,1,1
frind,friends,2,-2
frindes,friends,2,0
frinds,friends,1,-1
frineds,friends,2,0
frnbs,friends,3,-2
freindship,friendship,2,0
friten,frighten,2,-2
afraid,frightened,8,-4
fadt,frightened,8,-6
fandt,frightened,8,-5
farid,frightened,7,-5
farn,frightened,8,-6
fat,frightened,8,-7
fightend,frightened,2,-2
filih,frightened,8,-5
fin,frightened,7,-7
findey,frightened,7,-4
fine,frightened,6,-6
firding,frightened,7,-3
firett,frightened,7,-4
firted,frightened,5,-4
firtend,frightened,4,-3
fitad,frightened,6,-5
fiten,frightened,5,-5
fitend,frightened,4,-4
fiteurned,frightened,5,-1
fitn,frightened,6,-6
fiton,frightened,6,-5
fitte,frightened,6,-5
fitter,frightened,6,-4
fittode,frightened,6,-3
fitund,frightened,5,-4
fled,frightened,7,-6
flont,frightened,8,-5
foat,frightened,8,-6
freighted,frightened,3,-1
fridend,frightened,4,-3
friened,frightened,3,-3
friented,frightened,4,-2
frietde,frightened,5,-3
frieted,frightened,4,-3
frietend,frightened,3,-2
frighatend,frightened,2,0
frighen,frightened,3,-3
frighend,frightened,2,-2
frighted,frightened,2,-2
frighten,frightened,2,-2
frightend,frightened,1,-1
frightended,frightened,1,1
frighterd,frightened,2,-1
frightined,frightened,1,0
frigtened,frightened,1,-1
frinden,frightened,5,-3
frindened,frightened,3,-1
frinend,frightened,4,-3
frinted,frightened,4,-3
frita,frightened,6,-5
friteaned,frightened,3,-1
frited,frightened,4,-4
friten,frightened,4,-4
fritend,frightened,3,-3
fritened,frightened,2,-2
frithend,frightened,3,-2
fritin,frightened,5,-4
fritnd,frightened,4,-4
fritond,frightened,4,-3
frittend,frightened,3,-2
frittened,frightened,2,-1
frtrd,frightened,6,-5
fry tuned,frightened,4,-1
furten,frightened,6,-4
hritend,frightened,4,-3
pritened,frightened,3,-2
rition,frightened,7,-4
frighteing,frightening,1,-1
forg,frog,2,0
came,from,4,0
fam,from,2,-1
fere,from,3,0
foint,from,4,1
fom,from,1,-1
fome,from,2,0
for,from,2,-1
form,from,2,0
forma,from,3,1
forme,from,3,1
forom,from,1,1
fou,from,2,-1
fram,from,1,0
fraom,from,1,1
frm,from,1,-1
fro,from,1,-1
frome,from,1,1
frrom,from,1,1
ofomt,from,3,1
torme,from,4,1
frount,front,1,1
frunt,front,1,0
forst,frost,2,0
fros,froze,2,-1
frose,froze,1,0
frosen,frozen,1,0
fiuts,fruit,3,0
frait,fruit,1,0
freut,fruit,2,0
friut,fruit,2,0
frot,fruit,2,-1
fruilt,fruit,1,1
fruite,fruit,1,1
frut,fruit,1,-1
frute,fruit,2,0
fuirt,fruit,2,0
fuit,fruit,1,-1
furiht,fruit,3,1
furit,fruit,2,0
furlt,fruit,3,0
fut,fruit,2,-2
futr,fruit,3,-1
fri,fry,1,0
frie,fry,2,1
fl,fuel,2,-2
fule,fuel,2,0
farfull,fulfil,4,1
fulfill,fulfil,1,1
fullfil,fulfil,1,1
fullfill,fulfil,2,2
furfill,fulfil,2,1
fulfillment,fulfilment,1,1
fill,full,1,0
foll,full,1,0
ful,full,1,-1
full time,full-time,1,0
fuly,fully,1,-1
fan,fun,1,0
fon,fun,1,0
fun loving,fun-loving,1,0
funcional,functional,1,-1
functionaly,functionally,1,-1
functuions,functions,1,1
found,fund,1,1
fendamentle,fundamental,3,0
fondemental,fundamental,2,0
fondimetal,fundamental,3,-1
fondmental,fundamental,2,-1
fondundmental,fundamental,4,2
fonitmilny,fundamental,8,-1
foundimental,fundamental,2,1
foundmental,fundamental,2,0
fudumetal,fundamental,3,-2
fumentatle,fundamental,5,-1
funamental,fundamental,1,-1
fundamentel,fundamental,1,0
fundamentle,fundamental,2,0
fundamet,fundamental,3,-3
fundametal,fundamental,1,-1
fundametle,fundamental,3,-1
fundamntal,fundamental,1,-1
fundanental,fundamental,1,0
fundelmental,fundamental,2,1
fundelmentel,fundamental,3,1
fundelmentl,fundamental,3,0
fundelmentle,fundamental,4,1
fundemanted,fundamental,4,0
fundematly,fundamental,5,-1
fundemental,fundamental,1,0
fundementel,fundamental,2,0
fundementle,fundamental,3,0
fundemetal,fundamental,2,-1
fundemintal,fundamental,2,0
fundemital,fundamental,3,-1
fundenmental,fundamental,2,1
fundenmentle,fundamental,4,1
fundertmal,fundamental,4,-1
fundial,fundamental,5,-4
fundimatle,fundamental,5,-1
fundimental,fundamental,1,0
fundimential,fundamental,2,1
fundimentle,fundamental,3,0
fundlementle,fundamental,4,1
fundmental,fundamental,1,-1
fundmentel,fundamental,2,-1
fundomental,fundamental,1,0
fundteal,fundamental,4,-3
fundtmental,fundamental,1,0
fundumental,fundamental,1,0
fundumentle,fundamental,3,0
funmental,fundamental,2,-2
funtametal,fundamental,2,-1
funtimental,fundamental,2,0
funtumentu,fundamental,4,-1
vundamental,fundamental,1,0
vundimental,fundamental,2,0
vuntamentl,fundamental,3,-1
fundementally,fundamentally,1,0
funey,funny,1,0
funney,funny,1,1
funy,funny,1,-1
fer,fur,1,0
furr,fur,1,1
furnice,furnace,1,0
fers,furs,1,0
farther,further,1,0
furhter,further,2,0
futher,further,1,-1
furthermoo,furthermore,2,-1
fus,fuss,1,-1
furcher,future,4,1
furt,future,3,-2
furture,future,1,1
furturist,futurist,1,1
gane,gain,2,0
ganed,gained,1,-1
ganing,gaining,1,-1
garler,gala,3,2
gala's,galas,1,1
calery,gallery,2,-1
carley,gallery,3,-1
gaeroe,gallery,4,-1
gailey,gallery,2,-1
galarer,gallery,3,0
galarey,gallery,3,0
galary,gallery,2,-1
galer,gallery,2,-2
galerea,gallery,3,0
galerey,gallery,2,0
galerry,gallery,2,0
galery,gallery,1,-1
galiray,gallery,3,0
galire,gallery,3,-1
galiry,gallery,2,-1
galiy,gallery,3,-2
gallaly,gallery,2,0
gallare,gallery,2,0
gallary,gallery,1,0
galle,gallery,2,-2
gallerey,gallery,1,1
gallerie,gallery,2,1
gallerly,gallery,1,1
gallerry,gallery,1,1
galley,gallery,1,-1
gallon,gallery,3,-1
gallore,gallery,2,0
gallorry,gallery,2,1
gallory,gallery,1,0
gallowry,gallery,2,1
gallrey,gallery,2,0
gallry,gallery,1,-1
gallury,gallery,1,0
gally,gallery,2,-2
galorry,gallery,2,0
galory,gallery,2,-1
galray,gallery,3,-1
galre,gallery,3,-2
galrey,gallery,2,-1
galriy,gallery,3,-1
galrwe,gallery,4,-1
galury,gallery,2,-1
galyer,gallery,2,-1
garage,gallery,5,-1
garay,gallery,4,-2
garea,gallery,4,-2
gareley,gallery,3,0
gares,gallery,4,-2
gareud,gallery,4,-1
garge,gallery,4,-2
gargle,gallery,4,-1
garle,gallery,3,-2
garlell,gallery,3,0
garley,gallery,2,-1
garlle,gallery,3,-1
garllery,gallery,1,1
garlley,gallery,2,0
garllry,gallery,2,0
garly,gallery,3,-2
garrde,gallery,5,-1
garrey,gallery,3,-1
gary,gallery,3,-3
glare,gallery,4,-2
glarry,gallery,3,-1
glary,gallery,3,-2
glere,gallery,3,-2
glrey,gallery,3,-2
golery,gallery,2,-1
jale,gallery,4,-3
galin,gallon,2,-1
callpet,galloped,3,-1
calt,galloped,6,-4
g alep,galloped,5,-2
gaepd,galloped,4,-3
gagging,galloped,6,-1
galaped,galloped,2,-1
galapet,galloped,3,-1
galapt,galloped,4,-2
gald,galloped,4,-4
galeped,galloped,2,-1
galepet,galloped,3,-1
galept,galloped,4,-2
galet,galloped,4,-3
gallapped,galloped,2,1
gallat,galloped,4,-2
galled,galloped,2,-2
gallep,galloped,3,-2
galleped,galloped,1,0
gallept,galloped,3,-1
gallod,galloped,2,-2
gallop,galloped,2,-2
gallopt,galloped,2,-1
gallot,galloped,3,-2
gallped,galloped,1,-1
galmedt,galloped,4,-1
galope,galloped,2,-2
galoped,galloped,1,-1
galopet,galloped,2,-1
galopt,galloped,3,-2
galopte,galloped,3,-1
galord,galloped,3,-2
galorped,galloped,2,0
galp,galloped,4,-4
galpd,galloped,3,-3
galped,galloped,2,-2
galpt,galloped,4,-3
galt,galloped,5,-4
galyt,galloped,5,-3
gappet,galloped,4,-2
gapt,galloped,5,-4
gared,galloped,4,-3
gat,galloped,6,-5
gatep,galloped,5,-3
gatupet,galloped,4,-1
gavepe,galloped,4,-2
gearpt,galloped,6,-2
ginopt,galloped,5,-2
gloap,galloped,5,-3
glpt,galloped,5,-4
glulpr,galloped,5,-2
going,galloped,6,-3
gollaped,galloped,2,0
golled,galloped,3,-2
gollent,galloped,5,-1
gollop,galloped,3,-2
gollot,galloped,4,-2
golp,galloped,5,-4
golped,galloped,3,-2
gorend,galloped,5,-2
lat,galloped,7,-5
petlet,galloped,6,-2
Calvinize,galvanized,3,-1
calvanized,galvanized,1,0
calvinized,galvanized,2,0
galanized,galvanized,1,-1
galavined,galvanized,3,-1
galavinized,galvanized,2,1
galinised,galvanized,3,-1
galunoged,galvanized,4,-1
galvaize,galvanized,2,-2
galvanise,galvanized,2,-1
galvanised,galvanized,1,0
galvanize,galvanized,1,-1
galvansive,galvanized,3,0
galvantized,galvanized,1,1
galvanzied,galvanized,2,0
galvenice,galvanized,3,-1
galvenize,galvanized,2,-1
galvenized,galvanized,1,0
galvennized,galvanized,2,1
galvilnize,galvanized,3,0
galvinazed,galvanized,2,0
galvinised,galvanized,2,0
galvinize,galvanized,2,-1
galvinized,galvanized,1,0
galvinse,galvanized,4,-2
galviz,galvanized,4,-4
galvonized,galvanized,1,0
galvunize,galvanized,2,-1
gavanised,galvanized,2,-1
gavanize,galvanized,2,-2
gavannize,galvanized,3,-1
gavlinize,galvanized,4,-1
gelvanized,galvanized,1,0
gulvenized,galvanized,2,0
gane,game,1,0
game,games,1,-1
gams,games,1,-1
gang,gangs,1,-1
ganges,gangs,1,1
gaolers,gaoler's,1,-1
garech,garage,3,0
garge,garage,1,-1
grage,garage,1,-1
gardner,gardener,1,-1
garmet,garment,1,-1
gase,gas,1,1
gasaline,gasoline,1,0
bit,gate,3,-1
carkt,gate,4,1
gaet,gate,2,0
ganed,gate,2,1
gart,gate,2,0
gat,gate,1,-1
gated,gate,1,1
gater,gate,1,1
gatr,gate,1,0
gean,gate,3,0
geit,gate,3,0
gert,gate,3,0
get,gate,2,-1
getea,gate,2,1
garther,gather,1,1
gether,gather,1,0
gatherd,gathered,1,-1
bergage,gauge,4,2
cage,gauge,2,-1
cauge,gauge,1,0
gach,gauge,3,-1
gade,gauge,2,-1
gadeg,gauge,3,0
gadg,gauge,2,-1
gadge,gauge,1,0
gadje,gauge,2,0
gag,gauge,2,-2
gagde,gauge,2,0
gage,gauge,1,-1
gagech,gauge,3,1
gaged,gauge,2,0
gager,gauge,2,0
gaige,gauge,1,0
gams,gauge,3,-1
gang,gauge,2,-1
gange,gauge,1,0
gaog,gauge,2,-1
gaoge,gauge,1,0
gape,gauge,2,-1
gar,gauge,3,-2
gare,gauge,2,-1
garer,gauge,3,0
gargch,gauge,3,1
garge,gauge,1,0
garind,gauge,4,1
geich,gauge,4,0
ghase,gauge,3,0
gradnang,gauge,6,3
grage,gauge,2,0
guadge,gauge,2,1
guage,gauge,2,0
rage,gauge,2,-1
tade,gauge,3,-1
cave,gave,1,0
gav,gave,1,-1
jay,gay,1,0
gares,gears,2,0
gees,geese,1,-1
jam,gem,2,0
jem,gem,1,0
genale,general,3,-1
genaral,general,1,0
generall,general,1,1
genral,general,1,-1
genroll,general,3,0
generaly,generally,1,-1
generataed,generated,1,1
generrater,generator,2,1
generousity,generosity,1,1
generious,generous,1,1
geniva,geneva,1,0
genei,genii,1,0
Genious,genius,1,1
Jeanues,genius,4,1
adjeanious,genius,5,4
chenus,genius,3,0
geanies,genius,2,1
geanios,genius,2,1
geenus,genius,2,0
geenyous,genius,3,2
gemese,genius,4,0
geneius,genius,1,1
geneous,genius,2,1
geneus,genius,1,0
geneye,genius,3,0
genies,genius,1,0
genios,genius,1,0
genious,genius,1,1
genis,genius,1,-1
genity,genius,2,0
geniues,genius,1,1
genous,genius,1,0
genues,genius,2,0
genuis,genius,2,0
genus,genius,1,-1
genuse,genius,2,0
genuss,genius,2,0
giness,genius,3,0
gneass,genius,4,0
guenious,genius,2,2
guinious,genius,3,2
gulinuous,genius,5,3
jeanes,genius,4,0
jeanus,genius,3,0
jemuisus,genius,4,2
jenius,genius,1,0
jenuious,genius,3,2
jeyionus,genius,4,2
venus,genius,2,-1
gentel,gentle,2,0
gentalman,gentleman,2,0
gentelman,gentleman,2,0
gentlemen,gentleman,1,0
gentelmen,gentlemen,2,0
gentleman,gentlemen,1,0
genuinly,genuinely,1,-1
goegraphicaly,geographically,3,-1
Geanarly,geometry,5,0
Gemoratry,geometry,3,1
Geometery,geometry,1,1
Geomotery,geometry,2,1
geamatie,geometry,4,0
geametry,geometry,1,0
geeamontruy,geometry,5,3
gematree,geometry,4,0
gemeotry,geometry,2,0
gemerotry,geometry,3,1
gemetry,geometry,1,-1
gemontary,geometry,4,1
gemotery,geometry,3,0
genonary,geometry,4,0
geogamgrey,geometry,5,2
geomatery,geometry,2,1
geomatory,geometry,2,1
geomatry,geometry,1,0
geomeltry,geometry,1,1
geomentry,geometry,1,1
geomeotry,geometry,1,1
geomertry,geometry,1,1
geometary,geometry,1,1
geometery,geometry,1,1
geometrey,geometry,1,1
geometriy,geometry,1,1
geomety,geometry,1,-1
geomiorty,geometry,3,1
geomitec,geometry,3,0
geomitree,geometry,3,1
geomitry,geometry,1,0
geommitry,geometry,2,1
geomometry,geometry,2,2
geomoratry,geometry,3,2
geomotary,geometry,2,1
geomotery,geometry,2,1
geomotre,geometry,2,0
geomotree,geometry,3,1
geomotry,geometry,1,0
geomratry,geometry,2,1
geomtery,geometry,2,0
geomtry,geometry,1,-1
geoomentry,geometry,2,2
georgry,geometry,3,-1
geormerly,geometry,3,1
geromatory,geometry,3,2
geumatry,geometry,2,0
goementic,geometry,5,1
gomatray,geometry,3,0
gomonerty,geometry,5,1
gumitra,geometry,4,-1
jerumantry,geometry,5,2
cet,get,1,0
gat,get,1,0
geat,get,1,1
geter,get,2,2
git,get,1,0
go,get,2,-1
geter way,getaway,3,2
get,get out,4,-4
geting,getting,1,-1
gitting,getting,1,0
gastly,ghastly,1,-1
goast,ghost,2,0
gaint,giant,2,0
give,gift,2,0
gigling,giggling,1,-1
gingam,gingham,1,-1
gingum,gingham,2,-1
girll,girl,1,1
gril,girl,2,0
guirl,girl,1,1
girl friend,girlfriend,1,1
girl,girls,1,-1
girles,girls,1,1
gril,girls,3,-1
grils,girls,2,0
girl,girls',2,-2
cife,give,2,0
gav,give,2,-1
gave,give,1,0
gef,give,3,-1
gefe,give,2,0
gere,give,2,0
gerf,give,3,0
geve,give,1,0
giave,give,1,1
gif,give,2,-1
gife,give,1,0
giff,give,2,0
git,give,2,-1
giv,give,1,-1
gof,give,3,-1
going,give,3,1
gre,give,2,-1
gurp,give,3,0
haf,give,4,-1
givein,given,1,1
givin,given,1,0
givs,gives,1,-1
giveing,giving,1,1
glatt,glad,2,1
glady,gladly,1,-1
glacnce,glance,1,1
glars,glass,1,0
glas,glass,1,-1
glases,glasses,1,-1
glasser,glasses,1,0
glob,globe,1,-1
glomy,gloomy,1,-1
glooming,gloomy,3,2
gloomming,gloomy,4,3
glourious,glorious,1,1
cloves,gloves,1,0
glovs,gloves,1,-1
carend,glowed,5,0
cload,glowed,3,-1
clod,glowed,3,-2
clode,glowed,3,-1
cloded,glowed,2,0
closed,glowed,2,0
cloud,glowed,3,-1
clowd,glowed,2,-1
coad,glowed,4,-2
col,glowed,5,-3
gerd,glowed,4,-2
gilowed,glowed,1,1
gimtied,glowed,4,1
giou,glowed,4,-2
glabed,glowed,2,0
glag,glowed,4,-2
glawd,glowed,2,-1
gload,glowed,2,-1
gloaded,glowed,2,1
glod,glowed,2,-2
glode,glowed,2,-1
gloded,glowed,1,0
gloed,glowed,1,-1
gloud,glowed,2,-1
gloued,glowed,1,0
glow,glowed,2,-2
gloweld,glowed,1,1
glued,glowed,2,-1
goald,glowed,3,-1
goaud,glowed,3,-1
god,glowed,3,-3
goild,glowed,3,-1
gont,glowed,4,-2
gooder,glowed,3,0
gowed,glowed,1,-1
goyd,glowed,3,-2
groled,glowed,2,0
guicd,glowed,4,-1
hardly,glowed,6,0
loed,glowed,2,-2
lougd,glowed,3,-1
lowed,glowed,1,-1
shone,glowed,4,-1
gluo,glucose,3,-3
knawing,gnawing,1,0
come,go,3,2
fo,go,1,0
gow,go,1,1
gowe,go,2,2
gril,go,3,2
gu,go,1,0
od,go,2,0
ona,go,3,1
goal keeper,goalkeeper,1,1
got,goat,1,-1
gote,goat,2,0
gad,god,1,0
god forsaken,godforsaken,1,1
go's,goes,1,0
gos,goes,1,-1
gose,goes,2,0
gomeing,going,2,2
goning,going,1,1
gowing,going,1,1
gloden,golden,2,0
goldin,golden,1,0
gold fish,goldfish,1,1
golly-wogs,golliwogs,2,1
crome,gone,3,1
go,gone,2,-2
gome,gone,1,0
gon,gone,1,-1
gonne,gone,1,1
goon,gone,2,0
gor,gone,2,-1
gornd,gone,2,1
go,good,2,-2
goad,good,1,0
god,good,1,-1
gowed,good,2,1
good humer,good-humoured,5,-3
good looking,good-looking,1,0
good natured,good-natured,1,0
good-temper,good-tempered,2,-2
good-humourdly,good humouredly,2,-1
good bye,goodbye,1,1
goodby,goodbye,1,-1
goodnes,goodness,1,-1
goodes,goods,1,1
goos,goose,1,-1
gose,goose,1,-1
corgss,gorgeous,4,-2
courgious,gorgeous,3,1
garechs,gorgeous,4,-1
geogrous,gorgeous,3,0
georgeous,gorgeous,1,1
georgious,gorgeous,2,1
georgous,gorgeous,2,0
georgus,gorgeous,3,-1
gergious,gorgeous,2,0
gerious,gorgeous,3,-1
gerougous,gorgeous,4,1
gorages,gorgeous,3,-1
gordeous,gorgeous,1,0
gordges,gorgeous,3,-1
gordgous,gorgeous,2,0
gordias,gorgeous,4,-1
gordigous,gorgeous,3,1
gordious,gorgeous,2,0
gordius,gorgeous,3,-1
gordous,gorgeous,2,-1
gorduious,gorgeous,3,1
gorduous,gorgeous,2,0
gordus,gorgeous,3,-2
goregous,gorgeous,2,0
goreous,gorgeous,1,-1
gorestrous,gorgeous,4,2
gorgas,gorgeous,3,-2
gorgeious,gorgeous,1,1
gorges,gorgeous,2,-2
gorgess,gorgeous,2,-1
gorgeus,gorgeous,1,-1
gorgioud,gorgeous,2,0
gorgious,gorgeous,1,0
gorgius,gorgeous,2,-1
gorgous,gorgeous,1,-1
gorgouse,gorgeous,2,0
gorguis,gorgeous,3,-1
gorgus,gorgeous,2,-2
gorguses,gorgeous,3,0
gorguss,gorgeous,3,-1
gorious,gorgeous,2,-1
gorjous,gorgeous,2,-1
gorjust,gorgeous,4,-1
goudeous,gorgeous,2,0
gourgace,gorgeous,5,0
gourgeous,gorgeous,1,1
gourgous,gorgeous,2,0
gourougas,gorgeous,5,1
gourous,gorgeous,3,-1
gouvges,gorgeous,4,-1
goyorges,gorgeous,4,0
guorgeous,gorgeous,1,1
gosip,gossip,1,-1
gat,got,1,0
get,got,1,0
go,got,1,-1
goot,got,1,1
goven,govern,1,-1
gover,govern,1,-1
commat,government,7,-4
covenment,government,2,-1
cover ment,government,2,0
gomment,government,4,-3
govement,government,2,-2
govemeter,government,5,-1
govemont,government,3,-2
govermant,government,2,-1
goverment,government,1,-1
govermne,government,3,-2
govermont,government,2,-1
governemt,government,2,-1
govetment,government,2,-1
govment,government,3,-3
grovment,government,4,-2
gurmut,government,6,-4
guvement,government,3,-2
guverment,government,2,-1
govermental,governmental,1,-1
goverments,governments,1,-1
govenor,governor,1,-1
grown,gown,1,1
grabe,grab,1,1
grabbin,grabbing,1,-1
grad,grade,1,-1
gread,grade,2,0
cragualy,gradually,3,-1
craly,gradually,5,-4
easly,gradually,6,-4
gallerdy,gradually,6,-1
gallulay,gradually,5,-1
gally,gradually,4,-4
gerdually,gradually,2,0
gergle,gradually,7,-3
gra,gradually,6,-6
graadully,gradually,2,0
graally,gradually,2,-2
grach,gradually,6,-4
grachly,gradually,4,-2
graddually,gradually,1,1
gradely,gradually,3,-2
gradeuely,gradually,3,0
gradgle,gradually,4,-2
gradily,gradually,3,-2
gradjually,gradually,1,1
gradoly,gradually,3,-2
gradruly,gradually,3,-1
gradual,gradually,2,-2
gradualley,gradually,1,1
gradualy,gradually,1,-1
graduley,gradually,2,-1
gradullay,gradually,2,0
gradully,gradually,1,-1
